time1,0,0,0.863242149353027
time2,0,0,3.335177898406982
time1,8,0,0.855159759521484
time2,8,0,3.346574306488037
time1,8,8,0.857400894165039
time2,8,8,3.350627422332764
time1,16,0,0.858378410339355
time2,16,0,3.331398963928223
time1,16,8,0.866699218750000
time2,16,8,3.343439102172852
time1,16,16,0.894117355346680
time2,16,16,3.371787071228027
time1,32,0,0.853800773620605
time2,32,0,3.344190120697021
time1,32,8,0.866627693176270
time2,32,8,3.356885910034180
time1,32,16,0.874829292297363
time2,32,16,3.373980522155762
time1,32,32,0.876712799072266
time2,32,32,3.370368480682373
time1,64,0,0.853204727172852
time2,64,0,3.321778774261475
time1,64,8,0.883555412292480
time2,64,8,3.368937969207764
time1,64,16,0.871658325195312
time2,64,16,3.356611728668213
time1,64,32,0.888657569885254
time2,64,32,3.338730335235596
time1,64,64,0.883460044860840
time2,64,64,3.377771377563477
time1,128,0,0.853061676025391
time2,128,0,3.348171710968018
time1,128,8,0.893139839172363
time2,128,8,3.365373611450195
time1,128,16,0.885272026062012
time2,128,16,3.351771831512451
time1,128,32,0.903820991516113
time2,128,32,3.343510627746582
time1,128,64,0.899410247802734
time2,128,64,3.371834754943848
time1,128,128,0.914835929870605
time2,128,128,3.392946720123291
time1,256,0,0.857496261596680
time2,256,0,3.314435482025146
time1,256,8,0.901508331298828
time2,256,8,3.389680385589600
time1,256,16,0.907182693481445
time2,256,16,3.387069702148438
time1,256,32,0.574064254760742
time2,256,32,3.392064571380615
time1,256,64,0.913214683532715
time2,256,64,3.422462940216064
time1,256,128,0.940346717834473
time2,256,128,3.436195850372314
time1,256,256,0.958895683288574
time2,256,256,3.450846672058105
time1,512,0,0.855636596679688
time2,512,0,3.339135646820068
time1,512,8,0.950026512145996
time2,512,8,3.440558910369873
time1,512,16,0.950932502746582
time2,512,16,3.421449661254883
time1,512,32,0.961375236511230
time2,512,32,3.442823886871338
time1,512,64,0.958538055419922
time2,512,64,3.454089164733887
time1,512,128,0.969314575195312
time2,512,128,3.452348709106445
time1,512,256,1.005125045776367
time2,512,256,3.467345237731934
time1,512,512,1.003050804138184
time2,512,512,3.485405445098877
time1,1024,0,0.858330726623535
time2,1024,0,3.341352939605713
time1,1024,8,1.051568984985352
time2,1024,8,3.503608703613281
time1,1024,16,1.061463356018066
time2,1024,16,3.536164760589600
time1,1024,32,1.037645339965820
time2,1024,32,3.531682491302490
time1,1024,64,1.060819625854492
time2,1024,64,3.542995452880859
time1,1024,128,1.026749610900879
time2,1024,128,3.519666194915771
time1,1024,256,1.046085357666016
time2,1024,256,3.545212745666504
time1,1024,512,1.123952865600586
time2,1024,512,3.581953048706055
time1,1024,1024,1.112532615661621
time2,1024,1024,3.640854358673096
time1,2048,0,0.865435600280762
time2,2048,0,3.358745574951172
time1,2048,8,1.175594329833984
time2,2048,8,3.705251216888428
time1,2048,16,1.209068298339844
time2,2048,16,3.689372539520264
time1,2048,32,1.222968101501465
time2,2048,32,3.699123859405518
time1,2048,64,1.177978515625000
time2,2048,64,3.647327423095703
time1,2048,128,1.200008392333984
time2,2048,128,3.684973716735840
time1,2048,256,1.197052001953125
time2,2048,256,3.688716888427734
time1,2048,512,1.242256164550781
time2,2048,512,3.699207305908203
time1,2048,1024,1.346421241760254
time2,2048,1024,3.788554668426514
time1,2048,2048,1.357698440551758
time2,2048,2048,3.838205337524415
time1,4096,0,0.859951972961426
time2,4096,0,3.330528736114502
time1,4096,8,1.478886604309082
time2,4096,8,4.017388820648193
time1,4096,16,1.505780220031738
time2,4096,16,3.967678546905517
time1,4096,32,1.537251472473145
time2,4096,32,4.045021533966064
time1,4096,64,1.581239700317383
time2,4096,64,4.039597511291504
time1,4096,128,1.487088203430176
time2,4096,128,3.972673416137696
time1,4096,256,1.483225822448730
