,0,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,4194304,8388608,16777216,33554432
33554432,,,,,,,,,,,,,,,,,,,,,,,,8558.888924121856689
16777216,,,,,,,,,,,,,,,,,,,,,,,4466.543650627136230,9378.755581378936768
8388608,,,,,,,,,,,,,,,,,,,,,,1636.132657527923584,4855.236911773681641,9664.017176628112793
4194304,,,,,,,,,,,,,,,,,,,,,651.937782764434814,1077.954447269439697,5133.246374130249023,9826.224482059478760
2097152,,,,,,,,,,,,,,,,,,,,327.766382694244385,659.159731864929199,1621.156382560729980,4186.003530025482178,28227.049219608306885
1048576,,,,,,,,,,,,,,,,,,,157.836937904357910,333.866250514984131,690.265846252441406,1405.245018005371094,14295.123922824859619,48713.406884670257568
524288,,,,,,,,,,,,,,,,,,115.467643737792969,165.330517292022705,426.343107223510742,863.893294334411621,7239.250195026397705,26072.060334682464600,55669.864261150360107
262144,,,,,,,,,,,,,,,,,65.049791336059570,90.353918075561523,132.541203498840332,367.207491397857666,3180.808234214782715,12079.790616035461426,27908.972501754760742,55959.001851081848145
131072,,,,,,,,,,,,,,,,33.969616889953613,57.915794849395752,79.621315002441406,215.526831150054932,1680.688047409057617,6285.618913173675537,14141.674304008483887,27931.654202938079834,58067.596960067749023
65536,,,,,,,,,,,,,,,18.499314785003662,30.323326587677002,48.111903667449951,96.126687526702881,831.851494312286377,3313.071715831756592,6760.227108001708984,14496.500790119171143,28715.606486797332764,58638.825798034667969
32768,,,,,,,,,,,,,,11.031794548034668,16.663479804992676,25.519764423370361,51.293277740478516,430.846989154815674,1650.660133361816406,3370.389473438262939,7005.277121067047119,14603.503632545471191,28710.514485836029053,58680.077862739562988
16384,,,,,,,,,,,,,4.878282546997070,10.133576393127441,14.455211162567139,28.625333309173584,235.994577407836914,825.143253803253174,1659.096992015838623,3458.704686164855957,7059.931206703186035,14724.760520458221436,28701.311647891998291,57313.704621791839600
8192,,,,,,,,,,,,5.273234844207764,6.782782077789307,8.948278427124023,15.239727497100830,152.442872524261475,444.568133354187012,848.021674156188965,1755.694997310638428,3355.702841281890869,7122.878980636596680,14828.364455699920654,28873.771190643310547,49617.215597629547119
4096,,,,,,,,,,,4.305338859558105,5.147898197174072,6.261646747589111,9.362614154815674,98.266720771789551,238.482201099395752,451.820683479309082,887.340784072875977,1759.259164333343506,3588.018369674682617,7152.912509441375732,14767.096602916717529,24280.031037330627441,48877.948880195617676
